CODE LIST NAME,CODE VALUE,CODE NAME,COMMON,HOTEL,DYNAMIC PACKAGING,VEHICLE,INSURANCE,AIR,CRUISE,RAIL,DEFINITION,DATE
Additional Detail Type,,ADT,,,,,,,,,,2003-06-01,
,19,General facility,,,,,,*,,,,2003-12-01,
,20,Group seat - offered to travelers belonging to a group,,,,,,*,,,,2003-12-01,
,21,In front of galley seat,,,,,,*,,,,2003-12-01,
,22,In front of toilet seat,,,,,,*,,,,2003-12-01,
,23,Individual airphone,,,,,,*,,,,2003-12-01,
,24,Individual movie screen - no choice of movie selection,,,,,,*,,,,2003-12-01,
,25,"Individual video screen choice of movies, games, information etc.",,,,,,*,,,,2003-12-01,
,27,Individual video screen no choice,,,,,,*,,,,2003-12-01,
,28,Individual video screen-services unspecified,,,,,,*,,,,2003-12-01,
,29,Inside aisle seat,,,,,,*,,,,2003-12-01,
,30,Left side of aircraft,,,,,,*,,,,2003-12-01,
,31,Leg rest available,,,,,,*,,,,2003-12-01,
,32,Leg space seat,,,,,,*,,,,2003-12-01,
,33,Medically OK to travel,,,,,,*,,,,2003-12-01,
,34,Near galley seat,,,,,,*,,,,2003-12-01,
,35,Near toilet seat,,,,,,*,,,,2003-12-01,
,36,No facility seat (indifferent seat),,,,,,*,,,,2003-12-01,
,37,No seat - airphone,,,,,,*,,,,2003-12-01,
,38,No seat - bar,,,,,,*,,,,2003-12-01,
,39,No seat - closet,,,,,,*,,,,2003-12-01,
,40,No seat - emergency exit,,,,,,*,,,,2003-12-01,
,41,No seat - galley,,,,,,*,,,,2003-12-01,
,42,No seat - lavatory,,,,,,*,,,,2003-12-01,
,43,No seat - luggage storage,,,,,,*,,,,2003-12-01,
,44,No seat - stairs to upper deck,,,,,,*,,,,2003-12-01,
,45,No seat - storage space,,,,,,*,,,,2003-12-01,
,46,No seat - table,,,,,,*,,,,2003-12-01,
,47,No seat at this location,,,,,,*,,,,2003-12-01,
,48,No seat-access to handicapped lavatory,,,,,,*,,,,2003-12-01,
,49,Nonsmoking seat,,,,,,*,,,,2003-12-01,
,50,Not aisle seat,,,,,,*,,,,2003-12-01,
,51,Not allowed for infants,,,,,,*,,,,2003-12-01,
,52,Not allowed for medical,,,,,,*,,,,2003-12-01,
,53,Not allowed for unaccompanied minors,,,,,,*,,,,2003-12-01,
,54,Not an exit row seat,,,,,,*,,,,2003-12-01,
,55,Not seat - exit door,,,,,,*,,,,2003-12-01,
,56,Not window seat,,,,,,*,,,,2003-12-01,
,57,Only available seats,,,,,,*,,,,2003-12-01,
,58,Over wing seat(s),,,,,,*,,,,2003-12-01,
,59,Pet in cabin,,,,,,*,,,,2003-12-01,
,60,Preferred seat / preferential seat,,,,,,*,,,,2003-12-01,
,61,Rear facing seat,,,,,,*,,,,2003-12-01,
,62,Restricted general,,,,,,*,,,,2003-12-01,
,63,Restricted recline,,,,,,*,,,,2003-12-01,
,64,Restricted seat - offered on long-haul segments,,,,,,*,,,,2003-12-01,
,65,Seat adjacent to bar,,,,,,*,,,,2003-12-01,
,66,Seat adjacent to closet,,,,,,*,,,,2003-12-01,
,67,Seat adjacent to galley,,,,,,*,,,,2003-12-01,
,68,Seat adjacent to lavatory,,,,,,*,,,,2003-12-01,
,69,Seat adjacent to stairs to upper deck,,,,,,*,,,,2003-12-01,
,70,Seat adjacent to table,,,,,,*,,,,2003-12-01,
,71,Seat at forward end of cabin,,,,,,*,,,,2003-12-01,
,72,Seat in quiet zone,,,,,,*,,,,2003-12-01,
,73,Seat not suitable for child,,,,,,*,,,,2003-12-01,
,74,Seat right (starboard),,,,,,*,,,,2003-12-01,
,75,Seat suitable for adult with infant,,,,,,*,,,,2003-12-01,
,76,Seat suitable for unaccompanied minors,,,,,,*,,,,2003-12-01,
,77,Seat to be left vacant / offered last,,,,,,*,,,,2003-12-01,
,78,Seat upper deck,,,,,,*,,,,2003-12-01,
,79,Seat with bassinet facility,,,,,,*,,,,2003-12-01,
,80,Seat with facilities for handicapped/incapacitated passenger,,,,,,*,,,,2003-12-01,
,81,Seat with movie view,,,,,,*,,,,2003-12-01,
,82,Seat without movie view,,,,,,*,,,,2003-12-01,
,83,Smoking seat,,,,,,*,,,,2003-12-01,
,84,Upper deck,,,,,,*,,,,2003-12-01,
,85,Window,,,,,,*,,,,2003-12-01,
,86,Window and aisle together,,,,,,*,,,,2003-12-01,
,87,Window seat without window,,,,,,*,,,,2003-12-01,
,88,Limited comfort,,,,,,*,,,,2004-10-29,
,89,Aisle to the right,,,,,,*,,,,2008-03-17,
,90,Aisle to the left,,,,,,*,,,,2008-03-17,
Architectural Style Code,,ARC,,,,,,,,,,2003-06-01,
,1,Art deco,,*,,,,,,,,2003-06-01,
,2,Brazilian,,*,,,,,,,,2003-06-01,
,3,Contemporary,,*,,,,,,,,2003-06-01,
,4,High rise,,*,,,,,,,,2003-06-01,
,5,Historic,,*,,,,,,,,2003-06-01,
,6,Mediterranean,,*,,,,,,,,2003-06-01,
,7,Modern,,*,,,,,,,,2003-06-01,
,8,Oriental,,*,,,,,,,,2003-06-01,
,9,Southwest,,*,,,,,,,,2003-06-01,
,10,Traditional,,*,,,,,,,,2003-06-01,
,11,Victorian,,*,,,,,,,,2003-06-01,
,12,Western,,*,,,,,,,,2003-06-01,
,13,Ancient,,*,,,,,,,,2005-09-16,
,14,Themed,,*,,,,,,,,2005-09-16,
Attraction Category Code,,ACC,,,,,,,,,,2003-06-01,
,1,Airport,,*,,,,,,,,2003-06-01,
,2,Amusement park,,*,,,,,,,,2003-06-01,
,3,Aquarium,,*,,,,,,,,2003-06-01,
,4,Auditorium,,*,,,,,,,,2003-06-01,
,5,Beach,,*,,,,,,,,2003-06-01,
,6,Boat dock,,*,,,,,,,,2003-06-01,
,7,Bridge,,*,,,,,,,,2003-06-01,
,8,Bus station,,*,,,,,,,,2003-06-01,
,9,Business location,,*,,,,,,,,2003-06-01,
,10,Canal,,*,,,,,,,,2003-06-01,
,11,Car rental location,,*,,,,,,,,2003-06-01,
,12,Casino,,*,,,,,,,,2003-06-01,
,13,Cemetery,,*,,,,,,,,2003-06-01,
,14,Church,,*,,,,,,,,2003-06-01,
,15,Concert hall,,*,,,,,,,,2003-06-01,
,16,Conference center,,*,,,,,,,,2003-06-01,
,17,Convention center,,*,,,,,,,,2003-06-01,
,18,Entertainment district,,*,,,,,,,,2003-06-01,
,19,Factory,,*,,,,,,,,2003-06-01,
,20,Fairground,,*,,,,,,,,2003-06-01,
,21,Farm,,*,,,,,,,,2003-06-01,
,22,Gallery,,*,,,,,,,,2003-06-01,
,23,Historic building,,*,,,,,,,,2003-06-01,
,24,Hospital,,*,,,,,,,,2003-06-01,
,25,Lake,,*,,,,,,,,2003-06-01,
,26,Landmark,,*,,,,,,,,2003-06-01,
,27,Library,,*,,,,,,,,2003-06-01,
,28,Marina,,*,,,,,,,,2003-06-01,
,29,Market,,*,,,,,,,,2003-06-01,
,30,Monument,,*,,,,,,,,2003-06-01,
,31,Mountain,,*,,,,,,,,2003-06-01,
,32,Museum,,*,,,,,,,,2003-06-01,
,33,Ocean,,*,,,,,,,,2003-06-01,
,34,Orchard,,*,,,,,,,,2003-06-01,
,35,Palace,,*,,,,,,,,2003-06-01,
,36,Park,,*,,,,,,,,2003-06-01,
,37,Pier,,*,,,,,,,,2003-06-01,
,38,Race track,,*,,,,,,,,2003-06-01,
,39,Recreation center,,*,,,,,,,,2003-06-01,
,40,Resort,,*,,,,,,,,2003-06-01,
,41,Restaurant,,*,,,,,,,,2003-06-01,
,42,River,,*,,,,,,,,2003-06-01,
,43,School,,*,,,,,,,,2003-06-01,
,44,Shopping mall,,*,,,,,,,,2003-06-01,
,45,Ski area,,*,,,,,,,,2003-06-01,
,46,Stadium,,*,,,,,,,,2003-06-01,
,47,Store,,*,,,,,,,,2003-06-01,
,48,Studio,,*,,,,,,,,2003-06-01,
,49,Subway station,,*,,,,,,,,2003-06-01,
,50,Theater/cinema,,*,,,,,,,,2005-11-07,
,51,Train station,,*,,,,,,,,2003-06-01,
,52,Trolley station,,*,,,,,,,,2003-06-01,
,53,University,,*,,,,,,,,2003-06-01,
,54,Water park,,*,,,,,,,,2003-06-01,
,55,Waterfront,,*,,,,,,,,2003-06-01,
,56,Winery,,*,,,,,,,,2003-06-01,
,57,Zoo,,*,,,,,,,,2003-06-01,
,58,City event,,*,,,,,,,,2003-06-01,
,59,Festival,,*,,,,,,,,2003-06-01,
,60,Tournament,,*,,,,,,,,2003-06-01,
,61,Tour,,*,,,,,,,,2003-06-01,
,62,Other,,*,,,,,,,,2003-06-01,
,63,College,,*,,,,,,,,2003-12-01,
,64,Nightlife,,*,,,,,,,,2003-12-01,
,65,Shopping  ,,*,,,,,,,,2003-12-01,
,66,Sports,,*,,,,,,,,2003-12-01,
,67,City center,,*,,,,,,,,2004-05-14,
,68,City downtown,,*,,,,,,,,2004-05-14,
,69,Local company,,*,,,,,,,,2004-05-14,
,70,Cruise port,,*,,,,,,,,2004-10-18,
,71,Live theatre,,*,,,,,,,,2005-01-04,
,72,Arena,,*,,,,,,,,2005-04-18,
,73,Bar,,*,,,,,,,,2005-04-18,
,74,Bay,,*,,,,,,,,2005-04-18,
,75,Cathedral,,*,,,,,,,,2005-04-18,
,76,Corporate offices,,*,,,,,,,,2005-04-18,
,77,Educational institution,,*,,,,,,,,2005-04-18,
,78,Financial district,,*,,,,,,,,2005-04-18,
,79,Financial institution,,*,,,,,,,,2005-04-18,
,80,Medical facility,,*,,,,,,,,2005-04-18,
,81,Mosque,,*,,,,,,,,2005-04-18,
,82,Synagogue,,*,,,,,,,,2005-04-18,
,83,Suburb,,*,,,,,,,,2005-08-31,
,84,Army base,,*,,,,,,,,2005-09-16,
,85,Commercial district,,*,,,,,,,,2005-09-16,
,86,Tourist site,,*,,,,,,,,2005-09-16,
,87,Miscellaneous,,*,,,,,,,,2005-09-16,
,88,Agricultural,,*,,,,,,,,2006-04-07,
,89,Archeological,,*,,,,,,,,2006-04-07,
,90,Botanical garden,,*,,,,,,,,2006-04-07,
,91,Bowling,,*,,,,,,,,2006-04-07,
,92,Cultural center,,*,,,,,,,,2006-04-07,
,93,Equestrian center,,*,,,,,,,,2006-04-07,
,94,Handicraft center,,*,,,,,,,,2006-04-07,
,95,Natural attraction,,*,,,,,,,,2006-04-07,
,96,Performing art center,,*,,,,,,,,2006-04-07,
,97,Planetarium/science center,,*,,,,,,,,2006-04-07,
,98,Cable cars,,*,,,,,,,,2006-04-07,
,99,Company,,*,,,,,,,,2006-04-07,
,100,Factory/business tour,,*,,,,,,,,2006-04-07,
,101,Nighttime entertainment,,*,,,,,,,,2006-04-07,
,102,Local bus stop,,*,,,,,,,,2009-06-01,
,103,Convention and visitors bureau,,*,,,,,,,,2009-06-23,
Available Meal Category Codes,,AMC,,,,,,,,,,2005-11-07,
,1,Breakfast,,*,,,,,,,,2005-11-07,
,2,Brunch,,*,,,,,,,,2005-11-07,
,3,Dinner,,*,,,,,,,,2005-11-07,
,4,Happy hour,,*,,,,,,,,2005-11-07,
,5,Lunch,,*,,,,,,,,2005-11-07,
,6,Snack,,*,,,,,,,,2005-11-07,
,7,Tea,,*,,,,,,,,2005-11-07,
,8,Continental breakfast,,*,,,,,,,,2005-11-07,
,9,Full breakfast,,*,,,,,,,,2005-11-07,
,10,Reception,,*,,,,,,,,2008-10-28,
Bed Type,,BED,,,,,,,,,,2003-06-01,
,1,Double,,*,,,,,,,,2003-06-01,
,2,Futon,,*,,,,,,,,2003-06-01,
,3,King,,*,,,,,,,,2003-06-01,
,4,Murphy bed,,*,,,,,,,,2003-06-01,
,5,Queen,,*,,,,,,,,2003-06-01,
,6,Sofa bed,,*,,,,,,,,2003-06-01,
,7,Tatami mats,,*,,,,,,,,2003-06-01,
,8,Twin,,*,,,,,,,,2003-06-01,
,9,Single,,*,,,,,,,,2005-03-24,
Beverage Code,,BEV,,,,,,,,,,2005-11-07,
,1,Bourbon,,,,,,,,,,2005-11-07,
,2,Bordeaux,,*,,,,,,,,2005-11-07,
,3,Brandy,,*,,,,,,,,2005-11-07,
,4,Cabernet Sauvignon,,*,,,,,,,,2005-11-07,
,5,Chardonnay,,*,,,,,,,,2005-11-07,
,6,Chianti,,*,,,,,,,,2005-11-07,
,7,Coffee,,*,,,,,,,,2005-11-07,
,8,Hot tea,,*,,,,,,,,2005-11-07,
,9,Iced tea,,*,,,,,,,,2005-11-07,
,10,Merlot,,*,,,,,,,,2005-11-07,
,11,Pinot Grigio,,*,,,,,,,,2005-11-07,
,12,Pinot Noir,,*,,,,,,,,2005-11-07,
,13,Red wine,,*,,,,,,,,2005-11-07,
,14,Red Zinfandel,,*,,,,,,,,2005-11-07,
,15,Rose,,*,,,,,,,,2005-11-07,
,16,Sake,,*,,,,,,,,2005-11-07,
,17,Shiraz,,*,,,,,,,,2005-11-07,
,18,Soda/pop,,*,,,,,,,,2005-11-07,
,19,Vodka,,*,,,,,,,,2005-11-07,
,20,Water,,*,,,,,,,,2005-11-07,
,21,Whiskey,,*,,,,,,,,2005-11-07,
,22,White wine,,*,,,,,,,,2005-11-07,
,23,White Zinfandel,,*,,,,,,,,2005-11-07,
,24,Gin,,*,,,,,,,,2005-11-07,
,25,Rum,,*,,,,,,,,2005-11-07,
,26,Tequila,,*,,,,,,,,2005-11-07,
Booking Channel Type,,BCT,,,,,,,,,,2003-06-01,
,1,Global distribution system (GDS),*,,,,,,,,,2003-06-01,
,2,Alternative distribution system (ADS),*,,,,,,,,,2003-06-01,
,3,Sales and catering system (SCS),*,,,,,,,,,2003-06-01,
,4,Property management system (PMS),*,,,,,,,,,2003-06-01,
,5,Central reservation system (CRS),*,,,,,,,,,2003-06-01,
,6,Tour operator system (TOS),*,,,,,,,,,2003-06-01,
,7,Internet,*,,,,,,,,,2003-06-01,
,8,Kiosk ,,,,,,*,,,,2009-08-19,
,9,Agent ,,,,,,*,,,,2009-08-19,
Booking Information List,,BIL,,,,,,,,,,2010-03-15,
,1,Corporate name,,,,,,*,,,,2010-03-15,
,2,Name item is truncated,,,,,,*,,,Corrected spelling of truncated,2010-11-22,
,3,Inbound connection,,,,,,*,,,,2010-03-15,
,4,Outbound connection,,,,,,*,,,,2010-03-15,
,5,Supplementary information,,,,,,*,,,,2010-03-15,
,6,Unticketed,,,,,,*,,,,2010-03-15,
,7,Firming,,,,,,*,,,,2010-03-15,
,8,Reconfirmation required,,,,,,*,,,,2010-03-15,
,9,Commuter flight,,,,,,*,,,,2010-03-15,
,10,Consolidated flight,,,,,,*,,,,2010-03-15,
Business Srvc Type,,BUS,,,,,,,,,,2003-06-01,
,1,Computer,,*,,,,,,,,2003-06-01,
,2,Copier,,*,,,,,,,,2003-06-01,
,3,Cordless phone,,*,,,,,,,,2003-06-01,
,4,Data port,,*,,,,,,,,2003-06-01,
,5,Desk,,*,,,,,,,,2003-06-01,
,6,Direct dial phone number,,*,,,,,,,,2003-06-01,
,7,Ergonomic chair,,*,,,,,,,,2003-06-01,
,8,Extended phone cord,,*,,,,,,,,2003-06-01,
,9,Fax machine,,*,,,,,,,,2003-06-01,
,10,Free toll free calls,,*,,,,,,,,2003-06-01,
,11,Free calls,,*,,,,,,,,2003-06-01,
,12,Free CC access calls,,*,,,,,,,,2003-06-01,
,13,Free local calls,,*,,,,,,,,2003-06-01,
,14,High speed internet connection,,*,,,,,,,,2003-06-01,
,15,Interactive Web TV,,*,,,,,,,,2003-06-01,
,16,International direct dialing,,*,,,,,,,,2003-06-01,
,17,Internet access,,*,,,,,,,,2003-06-01,
,18,Laptop,,*,,,,,,,,2003-06-01,
,19,Large desk,,*,,,,,,,,2003-06-01,
,20,Large work area,,*,,,,,,,,2003-06-01,
,21,Modem,,*,,,,,,,,2003-06-01,
,22,Modem jack,,*,,,,,,,,2003-06-01,
,23,Multi-line phone,,*,,,,,,,,2003-06-01,
,24,Newspaper,,*,,,,,,,,2003-06-01,
,25,Notepads,,*,,,,,,,,2003-06-01,
,26,Office supplies,,*,,,,,,,,2003-06-01,
,27,Pens,,*,,,,,,,,2003-06-01,
,28,Printer,,*,,,,,,,,2003-06-01,
,29,Scanner,,*,,,,,,,,2003-06-01,
,30,Shoe polisher,,*,,,,,,,,2003-06-01,
,31,Speaker phone,,*,,,,,,,,2003-06-01,
,32,Tape recorder,,*,,,,,,,,2003-06-01,
,33,Telephone,,*,,,,,,,,2003-06-01,
,34,Voicemail,,*,,,,,,,,2003-06-01,
,35,Wireless internet connection,,*,,,,,,,,2003-06-01,
,36,Wireless keyboard,,*,,,,,,,,2003-06-01,
,37,Audio visual equipment,,*,,,,,,,,2003-06-01,
,38,Blackboard,,*,,,,,,,,2003-06-01,
,39,Business center,,*,,,,,,,,2003-06-01,
,40,Cellular phone rental,,*,,,,,,,,2003-06-01,
,41,Computer rental,,*,,,,,,,,2003-06-01,
,42,Executive desk,,*,,,,,,,,2003-06-01,
,43,Flip charts,,*,,,,,,,,2003-06-01,
,44,Laptop rental,,*,,,,,,,,2003-06-01,
,45,LCD/Projector,,*,,,,,,,,2003-06-01,
,46,Meeting/board rooms,,*,,,,,,,,2003-06-01,
,47,News stand,,*,,,,,,,,2003-06-01,
,48,Overhead projector,,*,,,,,,,,2003-06-01,
,49,Secretarial services,,*,,,,,,,,2003-06-01,
,50,Whiteboard,,*,,,,,,,,2003-06-01,
,51,Fax machine can print from laptop,,*,,,,,,,,2003-06-01,
,52,Incoming fax complimentary,,*,,,,,,,,2003-06-01,
,53,Free fax receipt page limit,,*,,,,,,,,2003-06-01,
,54,Fee per additional page of incoming fax,,*,,,,,,,,2003-06-01,
,55,Fee charged for first page,,*,,,,,,,,2003-06-01,
,56,ISDN,,*,,,,,,,,2003-06-01,
,57,Network/internet printing available,,*,,,,,,,,2003-06-01,
,58,Notary public,,*,,,,,,,,2003-06-01,
,59,Fee per additional page of outgoing fax,,*,,,,,,,,2003-06-01,
,60,Outgoing fax complimentary,,*,,,,,,,,2003-06-01,
,61,Fee charged for first page of outgoing fax,,*,,,,,,,,2003-06-01,
,62,Overnight delivery/pickup,,*,,,,,,,,2003-06-01,
,63,Pager rental,,*,,,,,,,,2003-06-01,
,64,Post/parcel service,,*,,,,,,,,2003-06-01,
,65,Private offices and business services,,*,,,,,,,,2003-06-01,
,66,Analog - dialup connectivity,,*,,,,,,,,2003-06-01,
,67,Ethernet connectivity,,*,,,,,,,,2003-06-01,
,68,Kiosk connectivity,,*,,,,,,,,2003-06-01,
,69,Wireless connectivity,,*,,,,,,,,2003-06-01,
,70,Mobile/cellular phone available,,*,,,,,,,,2003-12-01,
,71,Full business center,,*,,,,,,,,2003-12-01,
,72,On-site business center,,*,,,,,,,,2004-05-14,
,73,On-site business center is staffed,,*,,,,,,,,2004-05-14,
,74,In-room internet appliance,,*,,,,,,,,2004-10-04,
,75,Analog data port,,*,,,,,,,,2005-05-18,
,76,Calling card calls,,*,,,,,,,,2004-10-04,
,77,Carrier access,,*,,,,,,,,2004-10-04,
,78,Interstate calls,,*,,,,,,,,2004-10-04,
,79,Intrastate calls,,*,,,,,,,,2004-10-04,
,80,Local calls,,*,,,,,,,,2004-10-04,
,81,Long distance calls,,*,,,,,,,,2004-10-04,
,82,Operator-assisted calls,,*,,,,,,,,2004-10-04,
,83,VCR/DVD machine rental,,*,,,,,,,,2005-03-24,
,84,Free operator assisted calls,,*,,,,,,,,2005-03-24,
,85,Free intrastate calls,,*,,,,,,,,2005-03-24,
